Calls,Cost,Prior Purchases,Importance,Discount,Weight (gram),Late
4,155,4,0,10,5483,1
2,155,2,0,2,5661,1
4,117,3,1,4,4666,0
3,262,2,0,5,5747,1
5,142,3,0,8,5468,1
4,115,3,1,7,4609,0
4,175,3,0,6,4600,1
2,239,2,0,9,5363,1
4,171,2,0,3,4271,0
4,174,3,0,8,4348,0
4,164,3,2,1,5492,0
3,262,2,1,4,5738,0
3,262,2,1,7,4422,1
3,245,3,0,4,5449,0
3,184,3,0,2,4875,0
5,231,2,0,10,4892,1
5,226,4,2,2,5600,0
4,211,3,1,2,5851,0
4,266,5,1,3,4578,0
4,216,3,0,4,4309,1
4,153,3,0,5,5743,1
2,242,3,2,9,4717,0
5,282,5,0,6,5182,1
4,165,3,1,10,4574,0
3,146,3,1,9,4944,1
5,113,3,1,5,4743,0
3,161,3,1,1,5757,0
2,219,2,1,8,4518,0
4,237,2,0,1,5261,0
4,246,3,0,5,4384,0
3,229,6,1,3,5471,0
3,195,3,0,1,4224,0
4,160,2,0,5,4522,1
3,144,2,1,6,5983,0
3,217,4,1,3,5602,0
3,240,3,2,6,4412,0
3,210,3,1,8,4011,0
4,249,3,0,9,5459,1
4,178,3,2,3,5520,1
6,224,4,0,6,4493,0
3,142,3,1,10,4915,1
4,163,2,1,10,5529,1
4,261,4,1,10,4632,0
3,151,3,1,5,4767,1
4,197,2,1,3,4715,1
6,155,2,1,1,4182,1
3,152,4,1,2,4809,0
4,275,6,0,3,5008,0
3,102,4,1,4,5936,1
4,285,2,0,4,4401,0
4,248,2,1,10,4366,1
3,274,3,0,7,5036,1
4,104,4,0,6,4323,1
5,176,3,1,10,5456,0
5,237,3,1,1,4369,0
4,247,2,1,9,5095,0
5,212,5,0,6,4463,0
4,226,2,0,1,4532,0
6,213,2,1,7,5415,0
4,177,3,0,1,5282,0
4,235,4,1,6,4633,1
3,263,3,1,2,5741,1
3,181,3,0,10,5337,0
3,178,2,1,2,4122,0
3,243,3,1,4,4130,1
3,230,3,1,2,4742,1
4,106,2,1,6,5867,0
4,266,3,1,2,4867,0
5,284,4,0,1,4171,1
2,233,3,0,9,4751,1
3,200,3,2,2,4777,1
3,176,2,1,1,5292,0
5,279,5,1,4,4405,1
3,164,3,2,9,5070,0
4,163,3,0,10,5002,1
4,254,3,1,3,4404,0
5,234,3,0,2,4269,0
4,191,3,0,8,4021,1
3,224,3,1,5,4214,1
3,250,2,0,5,4232,0
4,101,6,1,8,4146,0
3,227,3,1,6,5058,0
3,173,2,1,4,5521,0
4,209,5,1,6,4384,0
3,241,3,0,4,4132,0
5,257,3,1,9,5972,0
5,146,3,2,3,4345,1
2,129,5,1,3,5444,1
3,285,3,0,9,4768,1
3,133,3,0,5,5213,1
4,185,3,0,1,4786,0
5,193,4,1,8,5714,0
5,228,6,1,5,4974,1
3,179,2,0,5,5058,0
4,224,3,0,9,4896,0
3,279,6,1,1,5855,0
4,181,3,1,4,5717,0
5,198,2,1,9,4526,0
3,193,3,1,4,5817,0
5,184,3,0,1,4208,1
5,139,3,0,9,5920,0
5,210,3,0,5,4560,1
4,225,2,0,2,4520,1
3,189,2,0,5,4738,0
4,164,4,0,4,5736,0
3,196,3,0,1,5303,1
5,246,2,1,1,4533,0
4,188,4,0,10,4571,1
3,250,2,1,4,4380,0
4,156,4,1,2,5795,1
3,218,4,0,6,5480,1
5,172,2,0,5,5791,0
3,259,2,0,3,4380,0
3,231,3,1,9,4623,1
5,224,3,2,4,4271,0
4,201,3,0,7,4048,0
4,189,2,1,5,4374,0
5,265,3,1,10,4565,0
3,147,3,1,5,5357,1
4,195,3,0,6,5783,0
4,216,3,1,7,5891,0
4,148,2,0,5,4031,0
5,180,4,1,7,4200,1
3,169,3,0,7,5976,0
3,200,3,0,7,5400,0
3,255,2,0,10,5632,0
4,238,2,0,1,4051,0
3,163,3,1,5,5088,1
4,177,3,1,7,4031,1
4,206,3,1,5,5785,1
3,175,3,0,2,5272,0
5,247,2,1,5,4250,0
4,152,4,1,4,5809,0
4,162,3,0,8,5394,0
3,206,3,1,5,5915,0
3,186,4,0,6,5540,0
4,179,3,0,4,4487,0
3,172,3,1,7,4929,0
3,158,2,1,7,4865,0
6,143,5,2,9,4060,0
5,171,3,1,7,4994,0
4,175,3,2,4,4426,0
4,173,3,1,8,4040,1
4,268,3,1,10,4531,0
4,232,3,0,8,5923,0
4,203,4,1,9,4217,0
3,140,3,0,3,5300,0
3,138,3,1,10,4327,1
5,262,3,1,9,5146,0
4,245,3,0,9,4024,1
3,224,3,0,10,4806,1
3,186,2,0,4,4585,0
4,282,4,1,5,5422,1
5,266,3,0,8,4786,1
4,256,4,0,7,5571,0
3,155,3,1,7,5464,0
2,142,3,2,2,5700,0
6,229,8,1,6,4600,0
4,211,8,1,6,5583,0
5,264,6,2,4,5337,0
6,217,4,1,3,5571,0
5,145,3,0,3,4077,1
3,185,4,0,6,5854,0
4,221,10,2,6,5582,1
4,208,3,0,8,4632,0
4,260,2,1,2,5368,0
4,177,7,0,3,5646,1
4,144,4,0,10,4175,0
3,174,2,0,4,5692,0
3,215,4,2,1,4158,0
4,270,10,1,9,5085,1
3,209,2,2,10,4540,0
5,103,5,0,10,5413,1
5,184,3,0,10,4674,1
5,226,2,2,6,5033,0
5,158,3,0,4,4324,0
3,274,2,2,2,5029,0
3,245,3,1,7,5429,0
5,254,6,0,8,1932,0
5,252,5,0,2,1312,1
6,254,4,0,2,1174,0
4,263,5,0,10,1762,0
5,256,5,0,5,1970,0
6,264,4,1,9,1922,1
4,237,5,0,6,1734,1
4,226,5,1,2,1912,0
7,289,4,0,4,1543,1
7,281,4,0,9,1235,0
5,258,5,0,6,1068,1
6,263,4,0,3,1276,0
5,245,5,0,1,1605,0
7,296,4,1,7,1427,0
7,286,4,0,3,1262,1
6,252,2,0,6,1470,1
6,301,4,0,4,1707,1
7,290,4,0,10,1886,1
7,247,4,1,9,1096,1
3,138,3,1,2,4766,1
5,262,3,1,6,4428,0
4,245,3,0,5,5226,0
3,224,3,0,1,4862,1
3,186,2,0,1,5054,1
4,282,4,1,10,5065,0
5,266,3,0,2,5260,1
4,256,4,0,8,5244,1
3,155,3,1,7,5709,0
2,142,3,2,10,5174,0
6,229,8,1,2,4271,1
4,211,8,1,3,4550,0
5,264,6,2,8,4644,1
6,217,4,1,4,4247,1
5,145,3,0,2,4492,1
3,185,4,0,9,5704,0
4,221,10,2,9,4646,0
4,208,3,0,8,4342,0
4,260,2,1,6,4474,0
4,177,7,0,2,4299,0
4,144,4,0,8,4970,0
3,174,2,0,1,5556,0
3,215,4,2,2,4673,1
4,270,10,1,5,5494,1
3,209,2,2,5,4363,0
5,103,5,0,3,4966,0
5,184,3,0,4,4552,0
5,226,2,2,2,4219,0
5,158,3,0,10,4670,1
3,274,2,2,2,4352,0
3,245,3,1,7,4121,0
5,254,6,0,4,1850,1
5,252,5,0,9,1133,1
6,254,4,0,9,1626,0
4,263,5,0,3,1777,0
5,256,5,0,10,1333,1
6,264,4,1,5,1397,0
4,237,5,0,5,1041,0
4,226,5,1,6,1723,0
7,289,4,0,1,1657,0
7,281,4,0,6,1118,1
5,258,5,0,10,1719,1
6,263,4,0,10,1669,0
5,245,5,0,10,1112,0
7,296,4,1,2,1304,1
7,286,4,0,2,1712,1
6,299,4,0,1,1629,1
6,253,4,1,10,1248,0
7,269,4,1,9,1835,0
5,267,5,1,3,1194,1
5,226,5,1,4,1518,0
6,278,4,0,3,1141,1
4,232,5,1,2,1386,0
6,287,4,0,5,1972,1
4,228,5,0,6,1718,0
5,232,5,0,4,1776,0
6,308,4,0,8,1569,1
7,287,4,0,8,1748,0
6,246,4,1,8,1741,0
4,262,6,0,1,1627,1
6,275,4,0,10,1005,0
5,236,5,1,2,1664,1
5,221,6,1,2,1781,1
5,271,5,0,4,1320,0
4,229,5,0,9,1361,0
5,291,4,0,3,1663,1
5,261,6,1,1,1082,0
6,285,4,1,10,1422,0
6,262,5,0,9,1369,0
4,219,5,0,2,1260,0
6,302,4,0,1,1622,1
4,269,5,1,2,1473,0
5,260,5,0,10,1708,1
7,297,4,0,7,1383,1
6,278,4,1,6,1576,0
5,265,5,0,3,1005,1
6,286,4,0,5,1248,1
6,248,4,0,10,1563,1
6,302,4,0,7,1592,0
6,272,4,0,2,1018,0
6,279,4,0,10,1462,1
4,255,5,1,2,1255,0
5,245,5,1,4,1771,1
4,247,5,1,6,1737,0
6,275,4,1,5,1989,0
6,255,4,1,8,1805,0
6,243,4,2,2,1665,1
4,234,6,0,7,1711,0
5,276,6,1,6,1043,0
5,228,5,0,7,1818,0
5,232,6,0,2,1550,1
5,248,4,0,6,1944,1
5,136,4,0,9,5469,0
4,240,3,0,8,4423,0
4,147,3,1,9,4534,1
4,222,2,0,10,4714,1
3,163,3,1,5,5362,0
5,254,3,0,4,5611,1
4,246,3,1,1,5113,0
2,168,4,0,6,4800,0
4,145,3,1,8,4915,0
5,224,2,1,8,4047,1
4,248,4,0,2,4427,0
3,212,2,0,2,5125,0
5,268,3,0,8,5480,0
4,200,3,1,5,4120,1
5,246,3,0,9,5795,0
4,142,3,1,1,4900,0
4,173,4,0,9,5672,0
5,156,4,1,8,5868,0
3,223,2,0,8,5719,1
4,231,3,0,4,5174,1
2,264,3,0,1,5437,1
4,175,5,0,10,4498,1
2,149,5,1,7,5541,0
3,226,2,0,7,4703,0
3,133,3,1,5,4538,0
5,190,2,0,1,5005,0
3,238,2,2,5,4052,0
6,152,3,0,10,4376,1
3,249,3,2,10,5629,1
4,181,2,0,4,5622,1
3,239,2,1,2,5625,0
3,167,3,1,10,4341,1
3,246,3,1,1,5650,1
5,139,3,1,1,5953,1
5,150,4,0,1,5098,0
3,151,3,1,1,5297,0
4,186,3,0,6,4758,0
3,250,3,0,6,5565,0
4,162,3,1,6,4343,1
5,135,3,1,5,4484,0
3,238,2,1,5,4355,1
6,167,2,0,10,4013,1
4,269,5,1,3,4534,1
4,187,2,1,7,4470,1
3,241,2,2,2,4836,1
3,168,3,1,10,4979,1
4,273,2,0,1,5759,1
4,257,3,0,8,4447,1
5,205,2,0,3,5682,1
4,260,5,0,1,5559,1
2,207,3,1,10,5394,0
3,202,2,1,7,4598,0
5,224,3,0,7,5870,1
5,193,2,0,8,5184,0
5,199,3,0,3,4885,1
4,187,4,0,9,5699,1
5,208,3,0,6,4744,1
3,228,2,1,3,5208,0
3,160,4,1,7,5147,0
3,195,3,1,3,5961,0
3,240,2,1,2,5661,0
2,271,4,1,9,4066,0
4,236,3,0,8,4114,0
3,199,4,1,1,5660,0
3,246,2,0,9,4947,0
3,250,4,0,8,4028,1
4,188,2,0,10,5085,1
3,256,3,0,1,4932,0
3,147,3,1,8,5272,1
3,234,3,0,6,5652,0
3,247,4,0,8,5376,1
5,267,4,0,5,5792,0
6,246,5,2,3,4660,1
4,284,4,0,4,4795,1
3,142,6,1,2,5748,1
3,132,2,1,2,4129,0
3,252,2,2,4,4098,1
4,243,3,2,5,5989,0
6,281,3,0,7,5180,0
3,142,2,0,6,5974,1
3,209,2,0,2,4855,0
3,157,4,1,7,4487,1
5,267,3,0,7,5789,1
5,177,5,0,1,4379,1
4,214,2,1,6,4345,0
4,247,3,0,4,4962,1
3,268,4,0,10,5226,1
5,242,3,1,6,5013,1
2,176,3,0,1,4509,0
5,231,3,1,10,5361,0
3,124,2,1,1,5709,1
3,179,3,0,4,4102,1
4,207,3,0,7,4220,1
4,128,3,1,7,5675,1
3,167,2,1,8,5083,0
3,243,4,1,5,4670,1
4,252,4,0,6,4983,0
4,202,2,1,10,5428,1
4,241,2,1,3,4636,1
4,182,2,1,10,5098,1
2,156,3,0,5,5628,1
4,266,3,0,6,5758,1
4,228,3,0,9,4678,0
4,210,4,0,3,5432,1
3,135,2,1,7,5331,0
4,248,2,1,4,4789,1
3,227,3,1,3,5644,0
3,257,3,1,2,5486,1
4,199,3,0,2,4462,0
4,232,2,0,1,5398,0
5,258,6,0,7,4344,0
5,268,3,1,5,5663,0
3,260,5,0,2,4461,0
4,190,2,1,1,4020,1
5,176,3,1,8,5335,1
3,227,2,0,10,5401,0
6,150,5,1,8,4709,0
3,160,2,2,4,4376,0
6,113,2,1,4,5130,1
5,145,3,0,5,5019,0
4,206,3,0,2,5572,1
3,207,3,0,5,4643,1
3,133,2,1,8,4241,0
3,261,3,0,10,4224,1
4,194,2,1,1,4198,0
3,244,3,1,6,4062,1
4,150,3,0,5,4512,0
3,267,2,0,7,4486,1
3,251,2,1,4,4074,0
4,185,3,0,8,4322,1
2,112,5,0,1,4543,0
3,264,4,1,1,4877,0
5,274,3,0,1,5017,1
4,234,3,1,10,4204,1
3,157,2,1,7,5560,0
6,247,6,1,6,4691,0
5,179,2,2,8,5301,1
3,202,2,1,10,4412,1
4,148,2,1,3,4651,0
5,183,6,1,2,5082,0
3,229,3,1,9,4491,1
3,196,4,0,5,4749,1
3,264,3,0,6,5482,1
3,233,4,1,1,5886,0
3,166,2,0,7,4375,0
5,185,2,0,2,5420,0
3,184,3,0,2,4357,1
6,98,6,0,9,4787,1
3,177,2,2,7,4764,1
3,193,2,0,10,5776,0
3,165,2,1,1,4768,0
4,183,4,0,6,4562,1
4,161,3,0,2,5257,0
2,238,2,0,4,4992,0
3,191,4,0,4,4008,1
3,165,3,0,6,5642,0
3,233,2,1,1,4913,0
4,234,2,1,4,5066,1
4,252,3,1,4,5540,0
3,155,3,0,9,5539,0
3,269,8,1,8,4462,0
4,224,2,0,8,5871,0
5,230,3,1,7,4844,0
4,253,3,0,9,4205,0
5,181,3,0,4,4323,0
4,233,4,2,1,4316,0
4,243,5,1,1,4624,1
5,271,2,1,6,4801,1
4,134,4,0,5,4507,1
3,154,10,2,10,5282,1
6,222,8,0,2,4914,0
3,251,10,1,2,4336,1
4,239,3,0,10,4020,0
5,211,3,0,9,4908,0
3,195,10,0,5,5950,1
4,224,10,1,9,4149,0
4,144,8,1,2,4956,1
4,167,4,2,5,5250,0
3,188,4,1,8,5884,1
2,245,2,1,3,5850,1
2,212,2,2,3,4389,0
3,240,3,0,5,4888,1
5,226,5,1,5,1323,0
6,278,4,0,2,1167,1
4,232,5,1,4,1783,0
6,287,4,0,3,1824,0
4,228,5,0,1,1788,1
5,232,5,0,10,1512,0
6,308,4,0,8,1164,1
7,287,4,0,9,1667,1
6,246,4,1,3,1852,0
4,262,6,0,10,1156,0
6,275,4,0,7,1767,0
5,236,5,1,3,1699,0
5,221,6,1,6,1488,1
5,271,5,0,5,1869,1
4,229,5,0,7,1049,1
3,177,2,2,9,4648,0
3,193,2,0,3,4799,1
3,165,2,1,1,5745,0
4,183,4,0,3,5881,0
4,161,3,0,8,4382,0
2,238,2,0,6,5325,1
3,191,4,0,2,5177,1
3,165,3,0,10,5823,0
3,233,2,1,2,4193,0
4,234,2,1,8,5744,0
4,252,3,1,10,5802,1
3,155,3,0,1,5731,1
3,269,8,1,4,4290,0
4,224,2,0,6,4454,1
5,230,3,1,6,4257,0
4,253,3,0,1,5402,0
5,181,3,0,3,5118,0
4,233,4,2,6,5256,0
4,243,5,1,10,4356,0
5,271,2,1,6,4788,1
4,134,4,0,8,4879,1
3,154,10,2,8,5811,1
6,222,8,0,1,5808,1
3,251,10,1,9,5962,0
4,239,3,0,6,5154,1
5,211,3,0,7,5594,1
3,195,10,0,9,4256,0
4,224,10,1,7,4521,1
4,144,8,1,6,4390,1
4,167,4,2,7,5264,0
3,188,4,1,1,4296,1
2,245,2,1,10,5389,0
2,212,2,2,8,4128,0
3,240,3,0,6,5642,0
5,226,5,1,3,1409,0
6,278,4,0,9,1368,0
4,232,5,1,8,1943,0
6,287,4,0,8,1465,0
4,228,5,0,5,1373,1
5,232,5,0,1,1127,0
6,308,4,0,4,1202,0
7,287,4,0,1,1660,0
6,246,4,1,2,1581,0
4,262,6,0,3,1830,1
6,275,4,0,6,1872,0
5,236,5,1,10,1630,0
5,221,6,1,4,1952,1
5,228,5,0,9,1549,1
4,234,5,0,1,1991,1
5,242,5,0,9,1767,0
7,307,4,0,8,1339,0
6,260,4,0,4,1358,0
4,239,5,0,7,1380,0
6,305,4,0,1,1384,0
5,254,6,0,5,1951,0
2,258,5,0,9,1548,1
5,267,6,0,10,1027,0
4,246,5,0,10,1720,0
4,246,5,0,9,1206,1
4,261,5,1,5,1073,1
5,239,5,0,6,1815,0
5,245,5,0,8,1471,0
5,237,5,1,2,1869,1
7,307,4,0,1,1793,1
5,252,5,0,10,1568,0
5,225,5,0,7,1168,0
6,258,4,0,7,1726,1
7,254,4,1,6,1279,1
5,232,5,0,1,1835,1
7,255,4,1,3,1450,0
5,235,5,0,10,1920,0
7,269,4,1,2,1592,0
6,243,4,0,4,1768,0
7,253,4,0,1,1294,1
5,266,5,1,2,1798,0
5,154,4,0,3,1066,1
4,245,5,0,4,1470,0
4,275,5,1,8,1093,1
6,261,4,1,10,1290,1
4,273,5,0,2,1441,0
6,303,5,0,5,1195,1
5,255,5,0,3,1574,1
4,225,5,0,1,1476,1
4,233,6,0,8,1176,0
6,285,4,0,3,1448,1
5,272,4,1,10,1383,1
7,273,4,1,9,1329,1
4,253,6,0,4,1788,1
6,279,4,1,4,1148,0
4,235,5,0,8,1021,0
4,255,5,0,9,1793,1
7,301,4,0,7,1727,0
7,245,4,1,4,1653,1
7,265,4,0,1,1601,0
4,252,5,1,2,1995,1
6,281,4,1,2,1592,0
6,269,4,1,10,1166,0
4,271,5,1,4,1633,1
5,239,5,1,6,1365,1
7,293,4,0,2,1080,1
4,165,5,1,1,4170,1
3,202,4,0,9,4917,0
4,201,3,0,2,5385,0
5,161,3,0,5,4702,0
5,193,3,0,3,5037,0
3,152,3,0,1,4949,1
4,189,2,1,3,5837,1
3,159,3,0,10,4784,1
5,259,3,0,1,5725,0
3,224,3,1,8,5869,0
4,172,2,1,3,5538,1
4,148,3,1,5,5216,0
4,274,3,1,8,4276,0
3,207,4,0,9,5889,0
4,159,5,1,2,5654,1
3,198,3,0,3,4965,1
4,196,2,1,3,5505,0
5,137,2,0,9,4580,1
3,192,3,1,4,5479,0
3,214,3,0,1,5722,0
6,267,4,1,2,5917,1
3,205,3,1,9,4565,1
2,102,4,1,6,5421,0
3,150,2,1,5,5264,0
5,176,3,0,3,5919,0
3,169,3,2,1,4647,0
4,151,3,1,5,4732,0
3,243,3,0,1,4623,0
4,150,2,0,2,5301,0
4,229,2,0,6,4226,1
6,164,4,0,6,5264,0
3,220,3,0,9,5672,1
3,187,3,1,7,4607,0
5,255,3,0,1,5775,1
5,252,3,1,2,4162,0
5,242,4,1,2,5359,0
3,162,3,0,7,5073,0
3,219,3,1,1,4918,1
4,248,3,0,2,5028,1
4,228,3,1,1,5408,1
4,149,2,1,2,5881,0
3,206,3,1,9,5751,0
3,204,3,1,4,4619,1
5,222,4,1,2,4060,0
3,248,2,1,1,4108,1
3,225,3,1,7,4961,1
3,244,2,2,9,4142,0
2,184,4,1,3,4719,0
4,223,3,0,9,5649,1
4,133,6,1,9,4879,0
4,164,4,1,1,4257,0
3,222,4,1,9,4247,0
2,198,2,0,8,4323,0
5,198,3,0,5,4754,1
5,193,6,1,4,5964,0
5,149,3,0,9,5173,1
4,265,4,1,6,4607,1
3,187,2,0,7,4859,0
4,198,2,1,9,4108,0
3,177,3,1,1,4965,0
5,255,4,0,5,5870,0
3,141,2,1,7,5231,0
3,180,2,1,4,4758,1
3,254,3,2,4,5830,1
2,211,2,1,2,4611,0
3,238,2,1,7,5974,0
4,239,3,1,6,5632,0
4,175,2,1,3,4961,1
5,238,2,0,5,5703,0
6,268,4,1,5,4126,1
4,142,2,1,10,5428,1
3,186,2,1,3,5712,0
4,154,3,1,4,4867,1
4,229,2,0,9,5672,1
3,264,3,0,8,4575,1
4,196,3,1,8,5541,0
5,169,2,1,4,6000,1
3,168,3,0,8,5877,0
3,226,2,2,8,5793,0
5,189,2,0,4,5575,1
4,183,2,0,7,4572,1
3,228,2,0,7,4977,0
3,260,2,0,7,5553,1
4,112,2,1,8,4599,0
5,221,3,1,9,5295,0
4,258,3,0,8,4046,1
4,133,3,1,5,5950,0
3,139,3,0,4,4666,0
5,251,4,1,10,5931,0
5,258,3,2,3,4908,0
4,229,2,1,7,4855,1
6,220,4,0,5,5465,1
5,160,3,0,10,4416,1
3,154,3,1,4,4631,0
5,197,5,0,1,5581,0
4,141,3,0,10,4289,0
3,199,2,1,7,5531,1
4,187,6,0,9,5872,0
3,136,3,1,6,4631,0
3,232,5,1,9,5759,0
3,257,2,0,9,5085,1
4,156,2,1,4,5225,0
3,179,3,0,2,4913,0
5,182,3,0,9,5388,0
4,209,6,0,7,4852,0
5,137,3,1,5,4814,0
5,174,5,1,8,4656,0
3,251,3,1,5,5608,1
5,220,2,1,8,5073,0
3,196,4,0,9,5631,1
3,162,3,1,10,5726,0
4,242,2,1,8,5243,1
4,226,3,1,10,5305,0
3,101,3,1,7,4275,1
5,226,3,1,1,5451,0
5,280,6,2,5,4585,0
4,257,2,2,3,4108,1
5,185,5,0,5,4078,0
3,199,3,0,8,5431,0
3,273,3,2,8,5754,1
4,229,4,1,6,4157,0
3,199,3,1,1,4006,1
3,151,3,0,7,4072,0
5,213,2,2,10,5607,1
3,151,3,1,3,4938,0
4,212,3,0,5,5413,0
4,175,3,0,9,4840,1
3,182,4,0,2,4746,1
5,211,2,1,2,5077,0
3,160,3,1,5,5524,0
3,268,2,1,10,5895,0
3,188,4,1,3,4033,0
3,234,3,1,5,4757,1
5,151,4,0,5,4549,0
3,150,2,1,9,4100,0
3,268,3,0,6,4172,1
2,248,3,0,7,4142,0
3,232,2,1,8,5544,1
5,164,3,1,6,4302,0
3,211,3,1,3,5379,1
3,195,2,1,9,5832,0
4,208,2,0,4,5831,0
3,176,2,1,4,5726,0
5,258,3,1,8,4921,0
4,224,3,1,1,4231,0
4,263,3,1,1,5283,1
3,203,10,1,7,5917,1
4,266,7,1,10,5901,0
6,189,3,1,9,5316,0
3,242,8,1,8,5401,0
4,265,4,1,3,4120,1
3,138,10,0,1,5721,1
4,268,3,0,9,4118,1
4,211,7,2,9,5652,1
6,137,8,0,6,5992,1
4,234,5,0,2,1087,1
5,242,5,0,1,1571,1
7,307,4,0,8,1551,0
6,260,4,0,6,1766,0
4,239,5,0,6,1239,0
6,305,4,0,9,1567,0
5,254,6,0,5,1885,0
2,258,5,0,10,1221,1
5,267,6,0,8,1421,1
4,246,5,0,7,1134,0
4,246,5,0,1,1673,1
4,261,5,1,2,1690,1
5,239,5,0,6,1887,1
5,245,5,0,5,1381,1
5,237,5,1,8,1150,1
7,307,4,0,1,1589,1
5,252,5,0,2,1847,1
5,225,5,0,5,1015,0
6,258,4,0,9,1104,0
7,254,4,1,6,1491,1
5,232,5,0,6,1427,0
7,255,4,1,8,1088,1
5,235,5,0,4,1990,0
7,269,4,1,4,1118,1
3,211,3,1,1,4889,1
3,195,2,1,10,4031,0
4,208,2,0,1,4039,0
3,176,2,1,8,5597,1
5,258,3,1,8,5694,0
4,224,3,1,6,5054,1
4,263,3,1,3,4677,0
3,203,10,1,1,4996,0
4,266,7,1,3,5672,1
6,189,3,1,3,5062,0
3,242,8,1,4,4943,0
4,265,4,1,10,4575,1
3,138,10,0,4,4496,1
4,268,3,0,10,5998,0
4,211,7,2,4,4476,1
6,137,8,0,9,4374,1
4,234,5,0,3,1469,1
5,242,5,0,8,1815,0
7,307,4,0,4,1371,1
6,260,4,0,1,1775,0
4,239,5,0,6,1336,0
6,305,4,0,2,1196,0
5,254,6,0,1,1021,0
2,258,5,0,6,1727,0
5,267,6,0,3,1803,0
4,246,5,0,2,1024,1
4,246,5,0,5,1395,0
4,261,5,1,2,1829,0
5,239,5,0,10,1784,0
5,245,5,0,10,1289,1
5,237,5,1,4,1567,0
7,307,4,0,2,1983,0
5,252,5,0,4,1308,0
5,225,5,0,6,2000,0
6,281,4,1,8,1884,0
6,269,4,1,7,1249,1
4,271,5,1,3,1328,0
5,239,5,1,6,1310,1
7,308,4,1,1,1477,1
6,256,4,0,7,1372,1
4,251,5,1,7,1070,1
5,270,5,1,9,1764,1
6,289,4,0,1,1656,0
6,253,4,1,6,1961,0
7,305,4,1,5,1198,0
3,219,6,0,2,1837,0
4,231,5,1,10,1144,0
6,298,4,1,8,1437,1
6,282,4,0,4,1035,0
5,240,5,0,4,1389,0
5,223,5,1,6,1883,0
4,226,5,0,9,1530,0
5,253,5,0,4,1482,0
6,249,4,0,2,1516,0
6,294,4,1,5,1174,0
5,225,5,0,2,1812,0
6,253,4,0,2,1893,1
5,236,5,1,10,1961,0
7,284,4,0,1,1085,1
5,244,5,0,1,1875,1
6,269,4,0,4,1948,1
6,308,4,0,7,1078,0
6,270,4,0,10,1698,0
5,238,5,0,1,1871,1
4,295,3,0,2,1693,0
2,310,3,0,1,1549,1
6,290,4,1,1,1111,0
7,288,4,2,4,1321,0
6,299,4,0,2,1192,0
6,243,4,0,6,1898,1
5,229,5,0,1,1196,0
6,288,4,1,9,1405,1
6,276,4,0,6,1670,1
7,270,4,1,5,1735,0
4,246,5,1,10,1646,1
5,269,5,0,5,1742,0
5,241,5,0,2,1834,1
4,248,5,1,2,1651,0
6,271,4,1,3,1636,0
4,250,5,1,6,1662,0
5,229,5,1,2,1975,1
7,296,4,0,4,1392,0
6,307,4,0,3,1977,0
7,258,4,0,3,1482,0
6,255,4,1,3,1355,0
5,163,3,1,1,1836,0
5,265,6,0,4,1937,1
4,269,5,0,2,1273,1
6,273,5,0,8,1746,1
5,257,5,0,5,1657,0
6,258,4,1,9,1924,0
5,140,5,1,6,1823,0
5,268,5,1,2,1061,1
6,279,4,0,5,1241,0
4,225,5,1,3,1224,0
6,296,4,1,5,1782,1
5,162,4,0,6,1968,0
4,208,3,1,7,4525,1
4,185,2,1,3,5356,0
4,270,2,1,6,5221,0
3,266,3,0,8,4574,0
4,148,2,0,2,4883,1
4,201,3,0,1,5898,1
4,171,2,1,1,5717,0
4,236,3,0,1,4752,0
4,220,3,0,4,5622,0
4,161,4,0,9,4713,1
5,241,3,0,7,5342,0
5,208,2,0,9,4569,0
6,150,3,1,3,5747,0
4,233,2,1,3,4748,0
2,98,5,1,10,4368,0
3,271,5,0,5,4880,0
2,247,3,0,4,4686,1
3,218,4,0,4,5330,0
5,182,4,1,5,4770,1
4,261,2,1,4,5926,1
5,167,3,0,9,4660,0
3,206,3,0,3,5746,1
6,257,6,0,7,4265,0
4,185,5,0,9,5648,0
5,183,5,2,8,4820,0
5,185,3,1,7,4855,1
3,178,3,0,7,4135,0
4,258,3,2,10,4958,1
4,238,4,1,10,4860,0
3,209,2,0,9,5203,0
2,260,2,0,1,4547,0
4,247,2,1,9,4656,0
3,261,3,0,2,5629,1
4,243,4,0,1,5328,0
5,160,4,1,5,5841,0
5,203,2,1,2,4712,1
3,220,4,0,5,5677,0
3,233,3,1,7,5838,0
4,101,5,0,8,4192,0
5,191,4,0,8,4566,1
3,265,3,0,10,4093,1
4,249,3,0,4,4811,0
4,184,3,0,10,5705,1
5,182,3,1,10,5060,0
5,198,2,2,3,5249,0
3,110,4,1,6,5474,1
4,268,2,0,4,5280,1
4,146,3,1,10,5372,0
5,235,2,0,10,4938,0
5,270,3,0,3,5266,1
4,174,2,0,1,4541,1
4,239,4,0,10,5528,1
3,236,4,2,9,4744,0
4,162,2,1,9,5345,1
3,260,3,0,8,5215,0
3,217,3,0,1,4177,1
5,232,3,1,3,4526,0
4,260,3,1,6,4221,0
4,184,3,1,5,5931,1
5,145,4,0,4,4790,0
5,189,2,1,10,5248,0
5,150,2,2,9,4446,0
3,200,3,0,3,5739,0
5,133,2,1,1,4643,0
4,260,3,0,4,5504,1
4,195,2,1,10,4640,0
4,245,4,1,4,5940,0
6,166,4,0,10,5783,1
3,245,4,0,8,5600,0
